order_id,customer_id,order_date,total_amount,payment_method,shipping_region,status,total_amount
1742,514,2024-09-09 22:48:39.691234,0.0,PayPal,North,Delivered,29.82
1743,56,2024-12-31 22:48:39.691235,0.0,Credit Card,North,Delivered,451.02
1744,887,2025-02-01 22:48:39.691236,0.0,Debit Card,West,Delivered,2335.4500000000003
1745,283,2025-06-06 22:48:39.691237,0.0,Bank Transfer,South,Shipped,2606.65
1746,730,2025-02-11 22:48:39.691237,0.0,Credit Card,East,Delivered,1207.6
1747,518,2025-02-08 22:48:39.691238,0.0,PayPal,South,Delivered,1115.76
1748,883,2025-05-22 22:48:39.691239,0.0,Credit Card,East,Delivered,2226.1
1749,82,2024-09-14 22:48:39.691240,0.0,Bank Transfer,South,Delivered,1367.6999999999998
1750,568,2024-10-09 22:48:39.691240,0.0,PayPal,East,Delivered,738.22
1751,495,2025-06-07 22:48:39.691241,0.0,PayPal,North,Delivered,2175.11
1752,318,2024-10-01 22:48:39.691242,0.0,Debit Card,South,Shipped,1596.6799999999998
1753,254,2024-08-20 22:48:39.691243,0.0,PayPal,South,Processing,1373.46
1754,892,2025-04-02 22:48:39.691243,0.0,Credit Card,South,Delivered,3129.8
1755,250,2024-10-29 22:48:39.691244,0.0,Debit Card,North,Shipped,1041.04
1756,568,2025-05-19 22:48:39.691245,0.0,Debit Card,West,Delivered,2117.9700000000003
1757,95,2024-10-13 22:48:39.691246,0.0,Debit Card,East,Processing,24.15
1758,122,2025-04-12 22:48:39.691246,0.0,Credit Card,North,Shipped,1857.0
1759,534,2025-05-21 22:48:39.691247,0.0,Credit Card,West,Delivered,2773.78
1760,133,2025-05-02 22:48:39.691248,0.0,Credit Card,East,Shipped,2339.15
1761,487,2025-01-18 22:48:39.691249,0.0,Debit Card,South,Shipped,471.20000000000005
1762,461,2024-11-05 22:48:39.691249,0.0,PayPal,West,Delivered,818.68
1763,470,2025-01-28 22:48:39.691250,0.0,Bank Transfer,North,Processing,3069.82
1764,789,2024-08-29 22:48:39.691251,0.0,PayPal,West,Processing,1054.65
1765,71,2025-06-22 22:48:39.691252,0.0,PayPal,East,Delivered,242.26
1766,831,2025-05-26 22:48:39.691253,0.0,Bank Transfer,East,Delivered,1689.4
1767,960,2025-03-07 22:48:39.691253,0.0,PayPal,North,Shipped,2215.33
1768,753,2025-07-11 22:48:39.691254,0.0,Bank Transfer,South,Shipped,83.52
1769,126,2025-01-19 22:48:39.691255,0.0,Bank Transfer,West,Shipped,2086.7799999999997
1770,196,2025-02-06 22:48:39.691255,0.0,Bank Transfer,South,Delivered,1065.08
1771,734,2025-05-16 22:48:39.691256,0.0,Debit Card,East,Delivered,113.06
1772,11,2025-01-10 22:48:39.691257,0.0,Bank Transfer,West,Delivered,1004.4300000000001
1773,226,2025-04-01 22:48:39.691258,0.0,PayPal,North,Delivered,1402.9
1774,708,2024-11-17 22:48:39.691259,0.0,Bank Transfer,West,Processing,1207.82
1775,375,2025-04-30 22:48:39.691259,0.0,PayPal,South,Shipped,709.17
1776,791,2025-04-17 22:48:39.691260,0.0,Bank Transfer,South,Processing,1195.75
1777,488,2025-05-18 22:48:39.691261,0.0,Credit Card,West,Delivered,1037.01
1778,855,2024-09-20 22:48:39.691261,0.0,PayPal,South,Processing,2978.37
1779,527,2025-02-08 22:48:39.691262,0.0,Bank Transfer,West,Shipped,2729.59
1780,339,2024-10-14 22:48:39.691263,0.0,PayPal,East,Shipped,588.0899999999999
1781,523,2025-01-28 22:48:39.691264,0.0,Credit Card,North,Delivered,509.8
1782,492,2024-11-22 22:48:39.691264,0.0,Debit Card,North,Processing,1334.84
1783,394,2025-03-16 22:48:39.691265,0.0,Bank Transfer,North,Delivered,1582.9099999999999
1784,61,2025-05-06 22:48:39.691266,0.0,Credit Card,West,Processing,2788.33
1785,18,2025-03-24 22:48:39.691267,0.0,Bank Transfer,South,Shipped,424.14
1786,753,2024-08-31 22:48:39.691267,0.0,Credit Card,North,Delivered,516.18
1787,379,2024-09-02 22:48:39.691268,0.0,Credit Card,West,Delivered,2012.9099999999999
1788,686,2025-02-21 22:48:39.691269,0.0,Credit Card,West,Cancelled,783.5899999999999
1789,430,2024-07-28 22:48:39.691270,0.0,Bank Transfer,North,Shipped,1076.2
1790,430,2025-05-19 22:48:39.691270,0.0,Bank Transfer,East,Delivered,1271.54
1791,229,2025-05-10 22:48:39.691271,0.0,Credit Card,East,Delivered,1844.5900000000001
1792,259,2024-07-24 22:48:39.691272,0.0,Debit Card,West,Delivered,1086.1399999999999
1793,860,2025-03-25 22:48:39.691273,0.0,Debit Card,West,Shipped,1297.8600000000001
1794,238,2025-05-29 22:48:39.691273,0.0,Debit Card,West,Shipped,1400.6599999999999
1795,275,2025-03-28 22:48:39.691274,0.0,Credit Card,North,Processing,1780.42
1796,536,2025-07-14 22:48:39.691275,0.0,PayPal,East,Shipped,483.55
1797,581,2025-06-16 22:48:39.691276,0.0,Debit Card,East,Delivered,2566.4599999999996
1798,154,2025-01-16 22:48:39.691276,0.0,Credit Card,West,Delivered,1099.25
1799,34,2025-03-16 22:48:39.691277,0.0,Credit Card,East,Processing,788.5600000000001
1800,758,2024-10-29 22:48:39.691278,0.0,PayPal,East,Shipped,3390.96
1801,273,2025-04-09 22:48:39.691279,0.0,Bank Transfer,North,Processing,1918.79
1802,64,2025-05-17 22:48:39.691279,0.0,Credit Card,East,Delivered,1361.02
1803,180,2024-12-05 22:48:39.691280,0.0,Credit Card,East,Shipped,2769.47
1804,392,2024-12-31 22:48:39.691281,0.0,Bank Transfer,South,Processing,1008.22
1805,389,2025-04-26 22:48:39.691281,0.0,Bank Transfer,East,Shipped,770.13
1806,187,2024-08-21 22:48:39.691282,0.0,Credit Card,South,Shipped,183.25
1807,77,2024-11-02 22:48:39.691283,0.0,Debit Card,South,Delivered,1621.9099999999999
1808,417,2025-01-12 22:48:39.691284,0.0,Debit Card,North,Shipped,1917.61
1809,876,2025-07-10 22:48:39.691284,0.0,PayPal,North,Delivered,463.38
1810,841,2024-09-09 22:48:39.691285,0.0,Bank Transfer,South,Processing,1540.91
1811,936,2025-02-22 22:48:39.691286,0.0,PayPal,North,Shipped,366.5
1812,884,2024-10-10 22:48:39.691287,0.0,PayPal,North,Delivered,674.6800000000001
1813,908,2024-11-27 22:48:39.691287,0.0,Credit Card,North,Shipped,1759.97
1814,370,2025-03-15 22:48:39.691288,0.0,Debit Card,South,Cancelled,2100.91
1815,512,2025-02-21 22:48:39.691289,0.0,Credit Card,West,Processing,48.54
1816,323,2024-10-15 22:48:39.691290,0.0,PayPal,East,Shipped,2559.7
1817,838,2025-04-12 22:48:39.691290,0.0,Debit Card,North,Processing,2229.33
1818,824,2024-08-01 22:48:39.691291,0.0,Debit Card,South,Delivered,711.09
1819,202,2025-03-17 22:48:39.691292,0.0,Debit Card,East,Shipped,3557.9500000000003
1820,64,2025-03-25 22:48:39.691293,0.0,Bank Transfer,East,Delivered,1393.5500000000002
1821,459,2024-11-09 22:48:39.691293,0.0,PayPal,West,Delivered,752.4300000000001
1822,553,2024-08-01 22:48:39.691294,0.0,Debit Card,East,Delivered,3265.9300000000003
1823,910,2024-09-28 22:48:39.691295,0.0,Bank Transfer,East,Delivered,578.1800000000001
1824,380,2024-09-26 22:48:39.691296,0.0,Debit Card,South,Shipped,2690.09
1825,351,2025-05-13 22:48:39.691297,0.0,Credit Card,North,Shipped,639.87
1826,499,2025-01-06 22:48:39.691297,0.0,Debit Card,East,Shipped,65.87
1827,974,2024-08-22 22:48:39.691298,0.0,Credit Card,North,Delivered,551.12
1828,170,2025-05-31 22:48:39.691299,0.0,Debit Card,South,Delivered,219.72
1829,583,2024-12-04 22:48:39.691299,0.0,Credit Card,West,Delivered,1990.09
1830,83,2024-12-03 22:48:39.691300,0.0,Credit Card,North,Delivered,1547.73
1831,407,2024-07-28 22:48:39.691301,0.0,Bank Transfer,South,Shipped,1809.58
1832,270,2025-05-01 22:48:39.691302,0.0,Debit Card,West,Delivered,990.3399999999999
1833,402,2025-04-07 22:48:39.691303,0.0,Credit Card,South,Delivered,1656.1200000000001
1834,261,2024-08-07 22:48:39.691303,0.0,Credit Card,South,Shipped,1706.03
1835,963,2024-08-08 22:48:39.691304,0.0,Bank Transfer,West,Delivered,420.7
1836,585,2025-02-13 22:48:39.691305,0.0,PayPal,South,Shipped,3517.0899999999997
1837,569,2025-01-15 22:48:39.691306,0.0,Bank Transfer,North,Processing,905.95
1838,801,2025-01-04 22:48:39.691306,0.0,Bank Transfer,North,Shipped,3421.0
1839,267,2025-07-09 22:48:39.691307,0.0,Debit Card,West,Delivered,133.12
1840,81,2024-10-02 22:48:39.691308,0.0,Credit Card,South,Processing,1752.58
1841,637,2024-07-26 22:48:39.691309,0.0,Credit Card,South,Processing,621.3
1842,234,2025-04-01 22:48:39.691309,0.0,PayPal,North,Processing,1598.87
1843,471,2024-07-23 22:48:39.691310,0.0,Bank Transfer,North,Processing,1428.85
1844,160,2024-10-11 22:48:39.691311,0.0,Bank Transfer,East,Delivered,1817.75
1845,105,2024-09-28 22:48:39.691311,0.0,PayPal,South,Shipped,3347.41
1846,701,2025-06-07 22:48:39.691312,0.0,Debit Card,South,Delivered,539.9200000000001
1847,737,2024-11-16 22:48:39.691313,0.0,PayPal,North,Delivered,851.68
1848,863,2025-03-05 22:48:39.691314,0.0,PayPal,South,Delivered,2178.43
1849,241,2025-05-19 22:48:39.691314,0.0,PayPal,South,Processing,3500.07
1850,8,2024-11-26 22:48:39.691315,0.0,Credit Card,West,Processing,2047.31
1851,500,2024-08-11 22:48:39.691316,0.0,Bank Transfer,North,Delivered,1251.15
1852,574,2025-06-28 22:48:39.691316,0.0,Debit Card,West,Delivered,531.6
1853,127,2025-06-25 22:48:39.691317,0.0,Bank Transfer,West,Shipped,1131.16
1854,98,2024-11-29 22:48:39.691318,0.0,Bank Transfer,North,Processing,1121.06
1855,573,2024-08-17 22:48:39.691319,0.0,Bank Transfer,South,Delivered,2386.15
1856,310,2024-07-28 22:48:39.691319,0.0,Bank Transfer,East,Delivered,2034.83
1857,339,2024-09-24 22:48:39.691320,0.0,PayPal,West,Shipped,1666.4499999999998
1858,440,2025-02-03 22:48:39.691321,0.0,Debit Card,West,Delivered,2842.76
1859,557,2025-07-06 22:48:39.691322,0.0,PayPal,East,Cancelled,28.46
1860,24,2025-04-27 22:48:39.691323,0.0,Debit Card,East,Delivered,542.58
1861,640,2024-12-27 22:48:39.691323,0.0,Credit Card,East,Delivered,2398.65
1862,958,2025-04-01 22:48:39.691324,0.0,Bank Transfer,West,Shipped,1765.93
1863,304,2025-04-10 22:48:39.691325,0.0,Credit Card,South,Shipped,738.22
1864,237,2025-02-24 22:48:39.691326,0.0,Debit Card,North,Delivered,742.14
1865,79,2024-11-08 22:48:39.691326,0.0,Debit Card,East,Delivered,470.64
1866,46,2024-10-28 22:48:39.691327,0.0,Bank Transfer,South,Shipped,607.81
1867,103,2024-10-16 22:48:39.691328,0.0,PayPal,East,Shipped,1267.1
1868,534,2025-03-26 22:48:39.691329,0.0,Debit Card,West,Delivered,1508.6200000000001
1869,782,2024-12-16 22:48:39.691329,0.0,Bank Transfer,South,Delivered,1592.3500000000001
1870,10,2025-04-12 22:48:39.691330,0.0,PayPal,South,Delivered,744.11
1871,114,2024-11-17 22:48:39.691331,0.0,Bank Transfer,East,Delivered,3550.89
1872,448,2024-10-15 22:48:39.691331,0.0,PayPal,South,Processing,1530.33
1873,333,2025-06-16 22:48:39.691332,0.0,Debit Card,West,Delivered,1698.56
1874,585,2025-01-06 22:48:39.691333,0.0,Debit Card,North,Delivered,1754.6399999999999
1875,289,2024-08-04 22:48:39.691334,0.0,PayPal,South,Shipped,145.62
1876,211,2024-12-17 22:48:39.691334,0.0,Debit Card,West,Delivered,1218.72
1877,540,2025-04-23 22:48:39.691335,0.0,Debit Card,West,Cancelled,516.86
1878,995,2024-09-30 22:48:39.691336,0.0,Debit Card,West,Cancelled,1310.34
1879,93,2025-02-06 22:48:39.691337,0.0,PayPal,West,Cancelled,1017.79
1880,943,2025-03-04 22:48:39.691337,0.0,Credit Card,South,Processing,516.18
1881,414,2025-07-06 22:48:39.691338,0.0,Debit Card,East,Shipped,750.8399999999999
1882,382,2025-04-15 22:48:39.691339,0.0,Bank Transfer,East,Delivered,967.81
1883,480,2024-12-23 22:48:39.691340,0.0,Credit Card,West,Processing,773.81
1884,964,2025-01-23 22:48:39.691340,0.0,Bank Transfer,North,Processing,1827.84
1885,734,2025-03-29 22:48:39.691341,0.0,Debit Card,South,Delivered,1904.94
1886,382,2024-09-15 22:48:39.691342,0.0,Credit Card,East,Shipped,226.28
1887,439,2024-08-11 22:48:39.691343,0.0,Debit Card,East,Processing,1909.94
1888,945,2024-08-30 22:48:39.691343,0.0,Bank Transfer,South,Delivered,1031.01
1889,580,2025-04-10 22:48:39.691344,0.0,PayPal,South,Shipped,953.58
1890,824,2024-10-13 22:48:39.691345,0.0,Credit Card,West,Processing,1351.12
1891,259,2025-05-10 22:48:39.691346,0.0,Bank Transfer,North,Processing,2145.3
1892,896,2025-03-09 22:48:39.691346,0.0,Credit Card,West,Delivered,3654.48
1893,840,2025-02-11 22:48:39.691347,0.0,PayPal,North,Processing,1437.83
1894,642,2024-11-06 22:48:39.691348,0.0,Bank Transfer,South,Cancelled,2136.04
1895,748,2024-11-07 22:48:39.691349,0.0,Debit Card,South,Processing,1095.21
1896,808,2025-01-20 22:48:39.691349,0.0,Debit Card,West,Delivered,1474.68
1897,131,2025-07-14 22:48:39.691350,0.0,Bank Transfer,East,Delivered,795.3800000000001
1898,798,2024-09-18 22:48:39.691351,0.0,Debit Card,East,Processing,220.38
1899,258,2024-09-04 22:48:39.691352,0.0,Credit Card,West,Delivered,1513.18
1900,889,2024-12-20 22:48:39.691352,0.0,Debit Card,West,Processing,1074.4499999999998
1901,33,2024-11-04 22:48:39.691353,0.0,Debit Card,West,Delivered,137.43
1902,545,2025-03-09 22:48:39.691354,0.0,PayPal,North,Processing,993.9300000000001
1903,338,2024-10-16 22:48:39.691354,0.0,Credit Card,South,Shipped,3284.58
1904,298,2024-10-30 22:48:39.691355,0.0,Debit Card,South,Delivered,479.7
1905,507,2025-07-11 22:48:39.691356,0.0,Credit Card,North,Delivered,1599.42
1906,794,2025-05-02 22:48:39.691357,0.0,PayPal,North,Delivered,376.03000000000003
1907,150,2025-06-23 22:48:39.691358,0.0,Bank Transfer,South,Processing,163.89000000000001
1908,817,2024-10-01 22:48:39.691358,0.0,Credit Card,North,Shipped,3179.3199999999997
1909,137,2025-01-15 22:48:39.691359,0.0,Credit Card,North,Processing,1350.2
1910,347,2024-08-31 22:48:39.691360,0.0,Credit Card,East,Processing,997.6099999999999
1911,534,2024-12-23 22:48:39.691361,0.0,Credit Card,North,Shipped,1680.07
1912,927,2024-11-22 22:48:39.691361,0.0,Bank Transfer,South,Shipped,3032.5099999999998
1913,790,2025-02-20 22:48:39.691362,0.0,Credit Card,North,Processing,403.24
1914,225,2024-12-11 22:48:39.691363,0.0,Bank Transfer,West,Delivered,52.72
1915,327,2024-10-10 22:48:39.691364,0.0,PayPal,South,Delivered,485.18
1916,914,2024-10-17 22:48:39.691364,0.0,Debit Card,West,Delivered,2589.0
1917,694,2025-02-14 22:48:39.691365,0.0,Debit Card,East,Processing,2505.55
1918,685,2025-05-22 22:48:39.691366,0.0,Credit Card,West,Processing,2224.2
1919,782,2025-06-22 22:48:39.691366,0.0,Debit Card,South,Shipped,310.25
1920,296,2025-06-18 22:48:39.691367,0.0,PayPal,East,Processing,1116.49
1921,93,2025-03-08 22:48:39.691368,0.0,Credit Card,South,Delivered,2972.21
1922,794,2024-07-31 22:48:39.691369,0.0,Bank Transfer,East,Delivered,1179.48
1923,311,2025-04-15 22:48:39.691369,0.0,Credit Card,East,Shipped,3812.84
1924,328,2025-03-25 22:48:39.691370,0.0,PayPal,East,Shipped,3255.2999999999997
1925,742,2025-01-24 22:48:39.691371,0.0,Debit Card,South,Cancelled,1293.1599999999999
1926,511,2024-11-01 22:48:39.691372,0.0,PayPal,East,Processing,1711.94
1927,77,2024-08-04 22:48:39.691372,0.0,Bank Transfer,West,Processing,514.89
1928,730,2024-12-29 22:48:39.691373,0.0,Bank Transfer,South,Shipped,489.6
1929,369,2025-02-18 22:48:39.691374,0.0,Debit Card,West,Delivered,496.4
1930,23,2024-09-03 22:48:39.691374,0.0,PayPal,East,Shipped,1084.76
1931,558,2025-07-21 22:48:39.691375,0.0,PayPal,West,Shipped,1856.03
1932,549,2025-06-01 22:48:39.691376,0.0,PayPal,South,Delivered,1539.5
1933,936,2024-10-14 22:48:39.691377,0.0,PayPal,South,Shipped,1519.8000000000002
1934,64,2024-12-08 22:48:39.691377,0.0,Credit Card,East,Processing,1901.4099999999999
1935,536,2025-06-06 22:48:39.691378,0.0,Bank Transfer,North,Shipped,1711.4900000000002
1936,933,2025-04-19 22:48:39.691379,0.0,PayPal,East,Delivered,2638.9
1937,468,2025-05-26 22:48:39.691380,0.0,Bank Transfer,South,Processing,2355.69
1938,326,2025-06-25 22:48:39.691380,0.0,Bank Transfer,East,Cancelled,1161.54
1939,462,2024-09-09 22:48:39.691381,0.0,Debit Card,North,Delivered,885.76
1940,513,2024-10-02 22:48:39.691382,0.0,Credit Card,South,Delivered,906.22
1941,201,2024-08-07 22:48:39.691382,0.0,Bank Transfer,North,Shipped,1144.88
1942,1,2025-01-15 22:48:39.691383,0.0,Debit Card,South,Processing,2129.77
1943,479,2024-08-23 22:48:39.691384,0.0,Bank Transfer,East,Delivered,2052.84
1944,674,2024-12-21 22:48:39.691385,0.0,Bank Transfer,North,Shipped,921.3000000000001
1945,920,2024-09-11 22:48:39.691385,0.0,Bank Transfer,East,Shipped,505.84
1946,224,2025-05-18 22:48:39.691386,0.0,Bank Transfer,South,Shipped,3338.29
1947,265,2025-02-19 22:48:39.691387,0.0,PayPal,West,Processing,2922.09
1948,76,2025-01-07 22:48:39.691388,0.0,Debit Card,South,Processing,2949.54
1949,687,2025-07-16 22:48:39.691389,0.0,Bank Transfer,North,Delivered,2199.7799999999997
1950,726,2025-05-16 22:48:39.691389,0.0,PayPal,West,Shipped,1684.21
1951,385,2025-03-12 22:48:39.691390,0.0,Debit Card,West,Delivered,1642.2099999999998
1952,810,2025-03-31 22:48:39.691391,0.0,Credit Card,South,Delivered,2155.7200000000003
1953,849,2024-09-17 22:48:39.691392,0.0,Bank Transfer,West,Shipped,1421.9
1954,320,2025-04-04 22:48:39.691392,0.0,PayPal,East,Processing,1650.9099999999999
1955,1000,2025-06-01 22:48:39.691393,0.0,Credit Card,South,Delivered,1345.8
1956,633,2024-09-29 22:48:39.691394,0.0,Bank Transfer,West,Delivered,2513.6400000000003
1957,12,2025-04-28 22:48:39.691395,0.0,Debit Card,South,Delivered,1433.15
1958,336,2024-08-12 22:48:39.691395,0.0,Credit Card,South,Processing,271.15999999999997
1959,633,2025-07-16 22:48:39.691396,0.0,Credit Card,West,Shipped,1891.08
1960,971,2025-03-03 22:48:39.691397,0.0,Bank Transfer,North,Delivered,354.52
1961,961,2024-12-02 22:48:39.691397,0.0,Debit Card,North,Cancelled,174.81
1962,680,2024-11-13 22:48:39.691398,0.0,PayPal,South,Processing,3449.28
1963,639,2024-09-07 22:48:39.691399,0.0,PayPal,West,Processing,1379.45
1964,140,2025-03-04 22:48:39.691400,0.0,PayPal,South,Delivered,740.75
1965,350,2025-06-04 22:48:39.691400,0.0,Debit Card,North,Delivered,1131.07
1966,390,2025-04-01 22:48:39.691401,0.0,Credit Card,West,Processing,939.03
1967,787,2025-06-22 22:48:39.691402,0.0,PayPal,East,Delivered,855.36
1968,325,2025-04-18 22:48:39.691403,0.0,Bank Transfer,South,Processing,2829.98
1969,944,2025-05-13 22:48:39.691403,0.0,Debit Card,East,Processing,3210.84
1970,132,2025-03-29 22:48:39.691404,0.0,Credit Card,North,Delivered,2102.3399999999997
1971,729,2025-03-18 22:48:39.691405,0.0,Credit Card,East,Delivered,387.94
1972,335,2024-08-01 22:48:39.691406,0.0,Credit Card,North,Processing,470.9
1973,368,2024-09-06 22:48:39.691406,0.0,Credit Card,East,Shipped,728.47
1974,694,2024-08-11 22:48:39.691407,0.0,PayPal,East,Delivered,2375.94
1975,762,2025-06-10 22:48:39.691408,0.0,Bank Transfer,South,Delivered,193.32
1976,399,2024-10-20 22:48:39.691409,0.0,Debit Card,West,Delivered,233.81
1977,319,2025-04-15 22:48:39.691409,0.0,Credit Card,West,Delivered,1888.33
1978,288,2025-03-26 22:48:39.691410,0.0,Credit Card,South,Shipped,4610.33
1979,15,2024-10-28 22:48:39.691411,0.0,Debit Card,West,Processing,1453.9399999999998
1980,54,2025-03-03 22:48:39.691412,0.0,Credit Card,South,Shipped,2700.42
1981,771,2025-05-25 22:48:39.691412,0.0,Credit Card,North,Delivered,1056.72
1982,915,2025-06-25 22:48:39.691413,0.0,PayPal,West,Delivered,1308.73
1983,838,2025-07-01 22:48:39.691414,0.0,Bank Transfer,North,Shipped,1262.4
1984,801,2024-12-30 22:48:39.691415,0.0,Debit Card,North,Processing,279.9
1985,897,2024-08-08 22:48:39.691415,0.0,Credit Card,East,Shipped,99.91
1986,14,2025-03-25 22:48:39.691416,0.0,Bank Transfer,North,Delivered,1764.06
1987,673,2024-12-28 22:48:39.691417,0.0,Debit Card,East,Delivered,353.54
1988,610,2024-11-24 22:48:39.691418,0.0,Debit Card,North,Delivered,2604.16
1989,506,2025-05-06 22:48:39.691418,0.0,Credit Card,North,Delivered,1530.0
1990,288,2025-03-26 22:48:39.691419,0.0,Debit Card,East,Delivered,1341.15
1991,957,2024-12-15 22:48:39.691420,0.0,PayPal,West,Shipped,1348.9299999999998
1992,989,2025-03-29 22:48:39.691420,0.0,PayPal,North,Shipped,1184.81
1993,444,2025-03-06 22:48:39.691421,0.0,Debit Card,East,Shipped,366.12
1994,243,2025-06-05 22:48:39.691422,0.0,Credit Card,East,Shipped,752.24
1995,829,2024-09-21 22:48:39.691422,0.0,PayPal,East,Processing,1391.6799999999998
1996,940,2025-04-10 22:48:39.691423,0.0,PayPal,North,Processing,2638.8399999999997
1997,566,2024-09-30 22:48:39.691424,0.0,Bank Transfer,South,Delivered,4319.44
1998,703,2025-04-11 22:48:39.691426,0.0,Debit Card,South,Processing,2097.26
1999,102,2024-10-22 22:48:39.691427,0.0,PayPal,North,Processing,2920.96
2000,520,2024-10-18 22:48:39.691427,0.0,Credit Card,West,Shipped,2235.75
2001,465,2025-05-16 22:48:39.691428,0.0,PayPal,South,Shipped,2303.4900000000002
2002,601,2024-11-28 22:48:39.691429,0.0,Debit Card,North,Processing,3112.69
2003,328,2024-10-14 22:48:39.691429,0.0,Credit Card,North,Processing,1819.43
2004,927,2025-03-07 22:48:39.691430,0.0,Credit Card,West,Shipped,465.4
2005,618,2025-03-13 22:48:39.691431,0.0,Bank Transfer,East,Shipped,1177.6200000000001
2006,349,2024-09-08 22:48:39.691432,0.0,Debit Card,North,Cancelled,2722.19
2007,795,2025-06-20 22:48:39.691432,0.0,Debit Card,East,Processing,420.73
2008,611,2024-08-17 22:48:39.691433,0.0,Bank Transfer,East,Processing,401.27000000000004
2009,596,2025-06-23 22:48:39.691434,0.0,Debit Card,East,Delivered,2015.48
2010,740,2025-07-08 22:48:39.691434,0.0,Bank Transfer,West,Processing,2009.31
2011,641,2025-02-02 22:48:39.691435,0.0,Debit Card,East,Shipped,2142.16
2012,945,2024-11-04 22:48:39.691436,0.0,Credit Card,West,Delivered,1345.51
2013,417,2024-11-18 22:48:39.691437,0.0,Credit Card,South,Shipped,2598.87
2014,81,2025-05-06 22:48:39.691437,0.0,Debit Card,South,Shipped,3199.27
2015,604,2024-10-06 22:48:39.691438,0.0,PayPal,North,Delivered,2542.71
2016,611,2025-06-16 22:48:39.691439,0.0,PayPal,East,Delivered,1493.69
2017,755,2025-05-31 22:48:39.691440,0.0,Credit Card,North,Delivered,1382.88
2018,878,2025-07-13 22:48:39.691441,0.0,PayPal,North,Delivered,2591.98
2019,471,2024-07-27 22:48:39.691442,0.0,Debit Card,North,Shipped,1208.3000000000002
2020,384,2024-08-02 22:48:39.691442,0.0,Debit Card,South,Delivered,347.18
2021,608,2025-05-13 22:48:39.691443,0.0,Bank Transfer,West,Shipped,171.02
2022,391,2025-02-22 22:48:39.691444,0.0,PayPal,West,Delivered,1962.23
2023,611,2024-08-23 22:48:39.691445,0.0,Debit Card,East,Delivered,2198.64
2024,341,2024-08-28 22:48:39.691445,0.0,Bank Transfer,South,Shipped,778.4
2025,306,2024-08-13 22:48:39.691446,0.0,PayPal,West,Processing,1087.53
2026,745,2024-07-27 22:48:39.691447,0.0,Credit Card,North,Delivered,1761.9699999999998
2027,103,2025-04-21 22:48:39.691448,0.0,PayPal,East,Delivered,1452.82
2028,982,2024-10-06 22:48:39.691448,0.0,PayPal,West,Shipped,3564.4799999999996
2029,999,2024-12-03 22:48:39.691449,0.0,Debit Card,North,Delivered,415.68
2030,449,2025-02-25 22:48:39.691450,0.0,Debit Card,North,Cancelled,2225.46
2031,233,2025-07-05 22:48:39.691451,0.0,Debit Card,South,Delivered,586.9
2032,425,2025-01-28 22:48:39.691451,0.0,Debit Card,East,Cancelled,1736.2299999999998
2033,594,2024-10-25 22:48:39.691452,0.0,Bank Transfer,West,Processing,629.54
2034,539,2024-11-10 22:48:39.691453,0.0,Bank Transfer,South,Shipped,479.83000000000004
2035,648,2025-06-03 22:48:39.691454,0.0,Bank Transfer,West,Delivered,333.57
2036,650,2025-01-26 22:48:39.691454,0.0,PayPal,East,Delivered,211.59
2037,145,2025-04-30 22:48:39.691455,0.0,PayPal,South,Delivered,1077.6
2038,819,2024-08-16 22:48:39.691456,0.0,Debit Card,South,Delivered,830.3199999999999
2039,887,2024-10-07 22:48:39.691456,0.0,PayPal,North,Shipped,492.07000000000005
2040,240,2025-01-14 22:48:39.691457,0.0,Credit Card,West,Shipped,2424.69
2041,528,2025-01-27 22:48:39.691458,0.0,Bank Transfer,North,Shipped,1908.5
2042,267,2024-08-11 22:48:39.691459,0.0,Bank Transfer,South,Cancelled,2602.91
2043,79,2024-12-05 22:48:39.691460,0.0,Debit Card,North,Delivered,2675.76
2044,840,2025-03-02 22:48:39.691460,0.0,Credit Card,East,Processing,2160.75
2045,59,2025-02-12 22:48:39.691461,0.0,PayPal,West,Shipped,250.31
2046,839,2024-08-15 22:48:39.691462,0.0,PayPal,North,Delivered,1413.06
2047,58,2025-02-21 22:48:39.691462,0.0,Bank Transfer,West,Shipped,1432.29
2048,761,2024-11-24 22:48:39.691463,0.0,PayPal,East,Delivered,1018.0
2049,645,2024-12-01 22:48:39.691464,0.0,PayPal,South,Delivered,2110.2599999999998
2050,834,2024-08-12 22:48:39.691465,0.0,PayPal,West,Shipped,3840.28
2051,117,2025-04-22 22:48:39.691466,0.0,Bank Transfer,South,Processing,1794.71
2052,110,2024-11-06 22:48:39.691466,0.0,Credit Card,West,Delivered,2063.74
2053,790,2025-05-09 22:48:39.691467,0.0,Bank Transfer,East,Delivered,641.3
2054,50,2024-11-04 22:48:39.691468,0.0,Debit Card,North,Processing,3621.5699999999997
2055,796,2024-11-30 22:48:39.691468,0.0,Bank Transfer,South,Shipped,1305.43
2056,46,2024-07-27 22:48:39.691469,0.0,Bank Transfer,South,Cancelled,1173.22
2057,646,2025-06-22 22:48:39.691470,0.0,Debit Card,West,Shipped,1646.3799999999999
2058,41,2025-02-24 22:48:39.691471,0.0,PayPal,East,Shipped,2156.58
2059,208,2024-10-28 22:48:39.691471,0.0,Bank Transfer,East,Shipped,1101.76
2060,947,2024-09-30 22:48:39.691472,0.0,Bank Transfer,South,Processing,1597.3700000000001
