order_id,product_id,quantity,unit_price,total_price
2006,46,2,51.28,102.56
2006,129,3,293.08,879.24
2006,429,3,257.85,773.5500000000001
2006,156,1,404.58,404.58
2006,340,2,281.13,562.26
2007,28,3,72.62,217.86
2007,234,1,202.87,202.87
2008,273,2,193.27,386.54
2008,225,1,14.73,14.73
2009,193,1,271.29,271.29
2009,486,2,45.81,91.62
2009,82,3,479.76,1439.28
2009,218,1,213.29,213.29
2010,70,3,420.8,1262.4
2010,274,3,203.73,611.1899999999999
2010,286,2,67.86,135.72
2011,476,3,121.13,363.39
2011,33,1,199.18,199.18
2011,471,1,64.44,64.44
2011,171,3,35.49,106.47
2011,341,3,469.56,1408.68
2012,394,1,202.77,202.77
2012,41,2,314.77,629.54
2012,66,3,113.14,339.42
2012,85,1,173.78,173.78
2013,329,1,361.76,361.76
2013,181,2,369.11,738.22
2013,141,3,257.07,771.21
2013,456,3,242.56,727.6800000000001
2014,410,3,227.81,683.4300000000001
2014,422,2,275.45,550.9
2014,215,3,313.01,939.03
2014,385,3,177.56,532.6800000000001
2014,78,3,164.41,493.23
2015,415,3,454.18,1362.54
2015,408,2,182.79,365.58
2015,321,3,271.53,814.5899999999999
2016,5,3,132.04,396.12
2016,3,1,458.68,458.68
2016,13,1,41.35,41.35
2016,33,3,199.18,597.54
2017,168,2,396.27,792.54
2017,102,3,196.78,590.34
2018,319,3,132.86,398.58000000000004
2018,466,3,465.33,1395.99
2018,167,3,14.91,44.730000000000004
2018,185,2,236.39,472.78
2018,499,2,139.95,279.9
2019,362,3,110.19,330.57
2019,158,1,269.42,269.42
2019,394,3,202.77,608.3100000000001
2020,267,1,347.18,347.18
2021,90,1,171.02,171.02
2022,253,1,399.66,399.66
2022,281,3,173.96,521.88
2022,396,3,69.93,209.79000000000002
2022,374,2,415.45,830.9
2023,475,3,426.61,1279.83
2023,188,2,331.07,662.14
2023,270,1,132.23,132.23
2023,110,1,124.44,124.44
2024,373,1,259.22,259.22
2024,375,2,259.59,519.18
2025,289,1,427.58,427.58
2025,244,1,286.63,286.63
2025,110,3,124.44,373.32
2026,361,2,89.18,178.36
2026,423,1,317.55,317.55
2026,482,1,479.46,479.46
2026,107,3,262.2,786.5999999999999
2027,156,3,404.58,1213.74
2027,495,1,239.08,239.08
2028,264,3,165.99,497.97
2028,431,2,370.38,740.76
2028,227,2,413.65,827.3
2028,205,1,59.11,59.11
2028,7,3,479.78,1439.34
2029,253,1,399.66,399.66
2029,323,3,5.34,16.02
2030,417,1,202.32,202.32
2030,397,3,154.37,463.11
2030,293,2,487.59,975.18
2030,33,1,199.18,199.18
2030,351,1,385.67,385.67
2031,86,1,409.34,409.34
2031,385,1,177.56,177.56
2032,476,1,121.13,121.13
2032,453,1,335.96,335.96
2032,245,3,426.38,1279.1399999999999
2033,41,2,314.77,629.54
2034,26,2,170.87,341.74
2034,424,3,41.06,123.18
2034,167,1,14.91,14.91
2035,149,3,111.19,333.57
2036,483,3,70.53,211.59
2037,288,3,174.29,522.87
2037,51,1,124.89,124.89
2037,121,3,143.28,429.84000000000003
2038,462,1,153.15,153.15
2038,65,1,318.4,318.4
2038,184,3,119.59,358.77
2039,319,2,132.86,265.72
2039,337,1,226.35,226.35
2040,10,1,421.91,421.91
2040,296,1,348.54,348.54
2040,187,3,315.62,946.86
2040,359,2,353.69,707.38
2041,174,1,258.78,258.78
2041,278,2,178.94,357.88
2041,56,3,258.91,776.73
2041,437,2,150.85,301.7
2041,357,1,213.41,213.41
2042,201,3,258.09,774.27
2042,263,2,168.0,336.0
2042,183,2,206.12,412.24
2042,2,1,139.66,139.66
2042,442,2,470.37,940.74
2043,404,2,115.89,231.78
2043,368,2,226.17,452.34
2043,400,3,297.67,893.01
2043,288,3,174.29,522.87
2043,257,2,287.88,575.76
2044,201,3,258.09,774.27
2044,416,1,163.35,163.35
2044,13,3,41.35,124.05000000000001
2044,339,3,327.73,983.19
2044,404,1,115.89,115.89
2045,240,1,98.4,98.4
2045,342,1,19.87,19.87
2045,5,1,132.04,132.04
2046,380,1,378.14,378.14
2046,110,3,124.44,373.32
2046,419,3,139.16,417.48
2046,454,2,122.06,244.12
2047,35,2,14.23,28.46
2047,455,1,105.02,105.02
2047,372,2,224.89,449.78
2047,11,2,415.63,831.26
2047,112,1,17.77,17.77
2048,178,2,449.89,899.78
2048,61,1,118.22,118.22
2049,251,2,208.81,417.62
2049,196,3,372.88,1118.6399999999999
2049,301,2,287.0,574.0
2050,297,3,225.21,675.63
2050,166,3,474.92,1424.76
2050,107,1,262.2,262.2
2050,356,3,346.58,1039.74
2050,38,1,437.95,437.95
2051,3,1,458.68,458.68
2051,110,3,124.44,373.32
2051,259,3,200.38,601.14
2051,192,1,361.57,361.57
2052,171,2,35.49,70.98
2052,218,3,213.29,639.87
2052,88,1,361.93,361.93
2052,236,2,495.48,990.96
2053,389,1,497.51,497.51
2053,13,3,41.35,124.05000000000001
2053,127,3,6.58,19.740000000000002
2054,7,2,479.78,959.56
2054,254,1,218.23,218.23
2054,98,1,375.73,375.73
2054,365,2,373.53,747.06
2054,258,3,440.33,1320.99
2055,368,1,226.17,226.17
2055,403,2,44.77,89.54
2055,67,1,439.97,439.97
2055,269,3,183.25,549.75
2056,292,3,335.18,1005.54
2056,74,2,83.84,167.68
2057,82,1,479.76,479.76
2057,266,2,292.77,585.54
2057,421,1,450.64,450.64
2057,124,1,130.44,130.44
2058,495,1,239.08,239.08
2058,396,1,69.93,69.93
2058,326,3,337.22,1011.6600000000001
2058,476,1,121.13,121.13
2058,327,2,357.39,714.78
2059,87,2,367.59,735.18
2059,345,1,179.94,179.94
2059,347,1,186.64,186.64
2060,93,1,325.85,325.85
2060,430,2,379.23,758.46
2060,90,3,171.02,513.0600000000001
2061,19,2,343.63,687.26
2061,214,2,460.83,921.66
2061,240,2,98.4,196.8
2061,282,3,463.34,1390.02
2062,32,3,284.06,852.1800000000001
2062,477,1,155.19,155.19
2062,260,3,459.47,1378.41
2062,497,2,343.43,686.86
2062,205,1,59.11,59.11
2063,116,1,490.7,490.7
2063,470,1,67.19,67.19
2063,217,1,80.51,80.51
2063,497,3,343.43,1030.29
2063,7,2,479.78,959.56
2064,444,1,232.11,232.11
2064,477,1,155.19,155.19
2065,309,1,484.02,484.02
2065,103,3,363.27,1089.81
2066,359,2,353.69,707.38
2066,19,1,343.63,343.63
2066,17,3,430.34,1291.02
2067,346,1,206.81,206.81
2067,204,1,396.2,396.2
2068,68,3,5.86,17.580000000000002
2068,351,1,385.67,385.67
2068,349,1,54.63,54.63
2068,354,3,107.87,323.61
2068,441,3,314.36,943.08
2069,181,3,369.11,1107.33
2069,307,1,75.2,75.2
2069,376,3,120.28,360.84000000000003
2070,100,1,175.13,175.13
2070,496,3,341.88,1025.6399999999999
2071,85,3,173.78,521.34
2071,314,2,78.8,157.6
2071,287,3,477.19,1431.57
2072,166,2,474.92,949.84
2072,178,3,449.89,1349.67
2072,310,3,78.93,236.79000000000002
2073,45,3,442.81,1328.43
2074,422,3,275.45,826.3499999999999
2074,157,2,208.56,417.12
2074,89,2,437.32,874.64
2074,361,3,89.18,267.54
2074,244,3,286.63,859.89
2075,48,3,113.06,339.18
2075,312,2,176.2,352.4
2075,350,3,170.56,511.68
2075,49,3,486.05,1458.15
2076,397,3,154.37,463.11
2076,292,1,335.18,335.18
2077,468,3,24.15,72.44999999999999
2077,178,3,449.89,1349.67
2077,420,2,410.03,820.06
2078,269,3,183.25,549.75
2078,227,1,413.65,413.65
2078,162,3,153.38,460.14
2078,438,3,100.54,301.62
2079,359,1,353.69,353.69
2079,71,1,43.24,43.24
2079,498,3,48.54,145.62
2080,492,2,28.24,56.48
2080,336,3,41.55,124.64999999999999
2080,2,2,139.66,279.32
2080,4,3,15.4,46.2
2081,79,3,102.92,308.76
2081,158,1,269.42,269.42
2081,325,2,470.48,940.96
2082,49,1,486.05,486.05
2082,261,1,235.72,235.72
2082,65,1,318.4,318.4
2083,205,3,59.11,177.32999999999998
2083,337,1,226.35,226.35
2083,278,2,178.94,357.88
2083,206,2,353.54,707.08
2084,465,3,484.34,1453.02
2084,490,2,487.09,974.18
2084,500,1,236.72,236.72
2084,85,2,173.78,347.56
2084,151,1,369.64,369.64
2085,69,3,494.8,1484.4
2085,141,1,257.07,257.07
2085,318,1,219.59,219.59
2085,493,1,435.98,435.98
2086,83,1,243.84,243.84
2086,304,3,282.76,848.28
2086,478,3,356.16,1068.48
2087,51,1,124.89,124.89
2087,463,1,76.72,76.72
2087,150,2,216.59,433.18
2088,350,3,170.56,511.68
2088,235,1,384.75,384.75
2088,223,1,80.53,80.53
2089,220,1,58.27,58.27
2089,211,2,470.02,940.04
2089,500,3,236.72,710.16
2090,283,3,391.26,1173.78
2090,360,1,396.94,396.94
2090,64,3,330.1,990.3000000000001
2090,447,2,156.88,313.76
2090,430,2,379.23,758.46
2091,53,2,440.06,880.12
2091,161,3,281.23,843.69
2091,94,2,186.09,372.18
2092,226,3,285.61,856.83
2092,258,2,440.33,880.66
2093,72,2,455.9,911.8
2093,97,2,91.52,183.04
2093,137,3,124.07,372.21
2094,437,2,150.85,301.7
2095,130,1,201.64,201.64
2095,59,1,471.15,471.15
2096,282,3,463.34,1390.02
2096,330,2,434.93,869.86
2096,45,1,442.81,442.81
2096,88,2,361.93,723.86
2096,182,3,491.56,1474.68
2097,415,2,454.18,908.36
2097,41,1,314.77,314.77
2097,150,2,216.59,433.18
2097,134,3,9.79,29.369999999999997
2097,254,1,218.23,218.23
2098,12,3,291.6,874.8000000000001
2098,54,1,393.16,393.16
2098,89,1,437.32,437.32
2099,245,2,426.38,852.76
2099,373,2,259.22,518.44
2099,291,1,336.86,336.86
2100,20,3,446.93,1340.79
2100,476,3,121.13,363.39
2100,74,3,83.84,251.52
2100,117,1,16.06,16.06
2100,82,2,479.76,959.52
2101,353,3,303.46,910.3799999999999
2101,107,2,262.2,524.4
2101,243,3,358.15,1074.4499999999998
2101,476,1,121.13,121.13
2102,182,1,491.56,491.56
2103,117,2,16.06,32.12
2103,443,1,365.07,365.07
2104,385,3,177.56,532.6800000000001
2104,226,3,285.61,856.83
2104,13,1,41.35,41.35
2104,468,2,24.15,48.3
2105,305,1,80.66,80.66
2105,151,2,369.64,739.28
2105,37,1,183.06,183.06
2105,321,1,271.53,271.53
2105,98,2,375.73,751.46
2106,108,3,189.13,567.39
2107,180,3,348.73,1046.19
2107,126,3,320.91,962.73
2108,247,3,228.88,686.64
2108,275,1,404.88,404.88
2108,202,2,174.67,349.34
2108,80,2,296.1,592.2
2108,23,2,124.25,248.5
2109,164,1,158.01,158.01
2109,342,1,19.87,19.87
2109,167,1,14.91,14.91
2110,229,2,230.52,461.04
2110,342,3,19.87,59.61
2111,349,1,54.63,54.63
2111,329,3,361.76,1085.28
2111,38,1,437.95,437.95
2112,454,1,122.06,122.06
2112,96,2,95.56,191.12
2112,497,1,343.43,343.43
2113,486,2,45.81,91.62
2113,499,3,139.95,419.84999999999997
2114,213,2,343.62,687.24
2114,131,3,286.17,858.51
2115,392,3,364.88,1094.6399999999999
2115,192,2,361.57,723.14
2115,354,1,107.87,107.87
2116,225,3,14.73,44.19
2117,361,2,89.18,178.36
2118,140,2,115.16,230.32
2118,14,2,127.52,255.04
2118,332,2,450.12,900.24
2119,308,3,477.22,1431.66
2119,308,2,477.22,954.44
2119,303,2,384.8,769.6
2119,25,3,206.03,618.09
2120,192,2,361.57,723.14
2120,287,3,477.19,1431.57
2121,402,1,336.6,336.6
2121,181,2,369.11,738.22
2121,167,3,14.91,44.730000000000004
2122,145,2,438.41,876.82
2123,453,1,335.96,335.96
2124,329,2,361.76,723.52
2124,95,2,452.34,904.68
2124,18,1,395.52,395.52
2124,383,3,114.97,344.90999999999997
2124,490,1,487.09,487.09
2125,350,1,170.56,170.56
2125,65,3,318.4,955.1999999999999
2125,406,1,7.55,7.55
2125,139,2,349.74,699.48
2126,351,1,385.67,385.67
2126,126,2,320.91,641.82
2127,432,1,18.81,18.81
2127,47,3,140.75,422.25
2127,35,2,14.23,28.46
2127,145,2,438.41,876.82
2128,68,3,5.86,17.580000000000002
2129,165,2,170.69,341.38
2129,32,3,284.06,852.1800000000001
2129,200,3,134.77,404.31000000000006
2129,61,2,118.22,236.44
2130,205,3,59.11,177.32999999999998
2130,486,3,45.81,137.43
2131,263,3,168.0,504.0
2131,380,3,378.14,1134.42
2131,443,1,365.07,365.07
2132,395,2,254.9,509.8
2132,95,1,452.34,452.34
2132,64,2,330.1,660.2
2132,316,3,68.22,204.66
2132,67,1,439.97,439.97
2133,431,1,370.38,370.38
2134,464,1,296.32,296.32
2134,418,1,141.62,141.62
2134,128,3,19.74,59.22
2135,157,1,208.56,208.56
2135,127,3,6.58,19.740000000000002
2135,54,2,393.16,786.32
2136,98,2,375.73,751.46
2136,96,2,95.56,191.12
2136,129,1,293.08,293.08
2136,338,2,287.2,574.4
2137,352,3,23.31,69.92999999999999
2137,112,2,17.77,35.54
2138,354,2,107.87,215.74
2138,253,3,399.66,1198.98
2139,45,3,442.81,1328.43
2139,265,2,452.37,904.74
2139,290,1,334.81,334.81
2139,29,3,362.83,1088.49
2139,32,1,284.06,284.06
2140,419,3,139.16,417.48
2140,477,2,155.19,310.38
2140,447,3,156.88,470.64
2141,50,1,347.73,347.73
2141,437,1,150.85,150.85
2141,495,3,239.08,717.24
2141,36,2,325.79,651.58
2141,278,2,178.94,357.88
2142,126,3,320.91,962.73
2142,149,1,111.19,111.19
2142,484,2,304.06,608.12
2142,268,1,430.32,430.32
2143,365,2,373.53,747.06
2143,218,2,213.29,426.58
2143,364,3,469.93,1409.79
2144,482,2,479.46,958.92
2144,232,3,478.28,1434.84
2144,417,3,202.32,606.96
2144,1,2,107.54,215.08
2145,448,3,119.74,359.21999999999997
2146,441,3,314.36,943.08
2147,104,3,355.23,1065.69
2147,452,2,235.45,470.9
2148,119,1,120.42,120.42
2148,223,2,80.53,161.06
2149,370,1,49.7,49.7
2149,338,1,287.2,287.2
2149,39,1,105.83,105.83
2150,137,2,124.07,248.14
2150,308,2,477.22,954.44
2150,234,2,202.87,405.74
2150,119,1,120.42,120.42
2150,446,1,480.38,480.38
2151,473,3,20.11,60.33
2151,180,1,348.73,348.73
2151,5,2,132.04,264.08
2151,217,2,80.51,161.02
2151,1,1,107.54,107.54
2152,329,3,361.76,1085.28
2152,204,3,396.2,1188.6
2153,106,1,422.11,422.11
2153,381,1,212.11,212.11
2153,477,1,155.19,155.19
2153,269,3,183.25,549.75
2154,162,3,153.38,460.14
2154,310,2,78.93,157.86
2154,399,3,62.97,188.91
2154,313,3,181.23,543.6899999999999
2155,411,3,311.19,933.5699999999999
2155,165,2,170.69,341.38
2155,54,2,393.16,786.32
2155,292,1,335.18,335.18
2155,324,3,311.54,934.6200000000001
2156,11,2,415.63,831.26
2156,473,2,20.11,40.22
2156,15,2,190.65,381.3
2156,463,3,76.72,230.16
2156,309,1,484.02,484.02
2157,441,1,314.36,314.36
2157,50,2,347.73,695.46
2157,292,2,335.18,670.36
2157,468,1,24.15,24.15
2158,69,3,494.8,1484.4
2159,12,3,291.6,874.8000000000001
2159,305,3,80.66,241.98
2160,193,2,271.29,542.58
2160,201,2,258.09,516.18
2160,322,1,325.9,325.9
2160,290,3,334.81,1004.4300000000001
2160,364,3,469.93,1409.79
2161,295,2,366.04,732.08
2161,359,1,353.69,353.69
2161,214,2,460.83,921.66
2161,48,3,113.06,339.18
2162,113,2,180.72,361.44
2163,77,1,254.31,254.31
2164,313,1,181.23,181.23
2164,118,2,355.19,710.38
2164,181,2,369.11,738.22
2164,383,1,114.97,114.97
2164,318,2,219.59,439.18
2165,53,3,440.06,1320.18
2165,399,3,62.97,188.91
2165,54,2,393.16,786.32
2165,214,1,460.83,460.83
2165,197,2,66.56,133.12
2166,487,2,396.73,793.46
2167,74,2,83.84,167.68
2168,330,2,434.93,869.86
2168,136,2,277.36,554.72
2168,111,3,283.29,849.8700000000001
2168,173,3,364.45,1093.35
2169,343,1,220.03,220.03
2170,53,2,440.06,880.12
2170,208,2,342.64,685.28
2171,241,3,463.38,1390.1399999999999
2171,234,2,202.87,405.74
2172,96,1,95.56,95.56
2172,445,1,124.24,124.24
2172,195,2,280.71,561.42
2172,254,3,218.23,654.6899999999999
2173,208,3,342.64,1027.92
2173,131,2,286.17,572.34
2173,269,1,183.25,183.25
2173,299,3,207.73,623.1899999999999
2173,152,3,436.45,1309.35
2174,361,1,89.18,89.18
2175,230,1,314.06,314.06
2175,292,2,335.18,670.36
2175,127,3,6.58,19.740000000000002
2175,401,3,99.91,299.73
2175,308,1,477.22,477.22
2176,32,1,284.06,284.06
2177,443,2,365.07,730.14
2177,481,2,209.3,418.6
2177,173,2,364.45,728.9
2177,418,1,141.62,141.62
2178,472,3,485.93,1457.79
2178,297,2,225.21,450.42
2178,484,3,304.06,912.1800000000001
2178,264,2,165.99,331.98
2178,432,3,18.81,56.42999999999999
2179,102,1,196.78,196.78
2179,133,2,195.06,390.12
2179,46,1,51.28,51.28
2180,424,1,41.06,41.06
2181,171,1,35.49,35.49
2181,477,3,155.19,465.57
2182,464,2,296.32,592.64
2182,65,2,318.4,636.8
2182,16,3,191.38,574.14
2182,431,1,370.38,370.38
2183,85,1,173.78,173.78
2183,364,3,469.93,1409.79
2183,365,1,373.53,373.53
2184,106,3,422.11,1266.33
2184,265,2,452.37,904.74
2184,164,3,158.01,474.03
2184,166,3,474.92,1424.76
2185,132,2,409.11,818.22
2185,24,3,497.43,1492.29
2185,192,2,361.57,723.14
2186,283,2,391.26,782.52
2186,70,1,420.8,420.8
2187,105,1,414.79,414.79
2187,302,1,343.67,343.67
2187,333,1,61.26,61.26
2187,420,2,410.03,820.06
2188,1,1,107.54,107.54
2188,260,3,459.47,1378.41
2189,176,1,66.77,66.77
2189,394,3,202.77,608.3100000000001
2189,475,1,426.61,426.61
2189,252,2,333.44,666.88
2189,350,3,170.56,511.68
2190,283,2,391.26,782.52
2190,282,1,463.34,463.34
2190,34,3,150.14,450.41999999999996
2190,427,3,323.5,970.5
2190,61,2,118.22,236.44
2191,221,1,42.15,42.15
2191,71,1,43.24,43.24
2191,105,3,414.79,1244.3700000000001
2192,285,2,440.73,881.46
2192,316,2,68.22,136.44
2192,15,2,190.65,381.3
2192,421,3,450.64,1351.92
2192,385,2,177.56,355.12
2193,389,3,497.51,1492.53
2193,431,1,370.38,370.38
2193,223,2,80.53,161.06
2194,475,1,426.61,426.61
2195,295,1,366.04,366.04
2195,46,2,51.28,102.56
2195,138,3,93.72,281.15999999999997
2195,410,1,227.81,227.81
2195,451,2,332.65,665.3
2196,117,3,16.06,48.17999999999999
2196,403,3,44.77,134.31
2196,394,2,202.77,405.54
2196,178,3,449.89,1349.67
2196,381,3,212.11,636.33
2197,329,3,361.76,1085.28
2197,182,3,491.56,1474.68
2197,391,2,14.9,29.8
2198,345,3,179.94,539.8199999999999
2199,65,2,318.4,636.8
2200,221,2,42.15,84.3
2200,296,1,348.54,348.54
2200,288,1,174.29,174.29
2200,4,1,15.4,15.4
2201,305,3,80.66,241.98
2202,205,2,59.11,118.22
2202,200,1,134.77,134.77
2202,395,2,254.9,509.8
2202,62,1,403.84,403.84
2202,94,1,186.09,186.09
2203,193,1,271.29,271.29
2203,109,2,489.42,978.84
2203,101,2,38.7,77.4
2203,379,2,222.7,445.4
2203,37,1,183.06,183.06
2204,494,1,340.34,340.34
2205,365,2,373.53,747.06
2205,364,3,469.93,1409.79
2205,309,3,484.02,1452.06
2205,217,2,80.51,161.02
2206,404,1,115.89,115.89
2207,413,2,64.03,128.06
2207,172,2,171.63,343.26
2207,381,2,212.11,424.22
2207,48,3,113.06,339.18
2207,277,3,74.18,222.54000000000002
2208,44,1,437.15,437.15
2208,166,3,474.92,1424.76
2208,164,3,158.01,474.03
2208,140,1,115.16,115.16
2208,255,1,170.99,170.99
2209,337,3,226.35,679.05
2209,244,1,286.63,286.63
2210,47,1,140.75,140.75
2210,367,2,403.14,806.28
2210,281,3,173.96,521.88
2210,258,3,440.33,1320.99
2211,107,2,262.2,524.4
2212,178,1,449.89,449.89
2212,90,2,171.02,342.04
2212,414,3,457.0,1371.0
2212,325,1,470.48,470.48
2213,176,3,66.77,200.31
2214,294,1,159.06,159.06
2214,391,3,14.9,44.7
2214,19,2,343.63,687.26
2214,357,1,213.41,213.41
2214,220,3,58.27,174.81
2215,226,3,285.61,856.83
2215,37,2,183.06,366.12
2215,145,1,438.41,438.41
2215,41,2,314.77,629.54
2216,9,2,331.01,662.02
2216,72,2,455.9,911.8
2216,103,1,363.27,363.27
2217,360,3,396.94,1190.82
2217,126,2,320.91,641.82
2217,170,1,432.62,432.62
2217,457,1,196.35,196.35
2218,18,1,395.52,395.52
2218,230,3,314.06,942.1800000000001
2218,96,3,95.56,286.68
2218,341,3,469.56,1408.68
2219,12,3,291.6,874.8000000000001
2219,310,2,78.93,157.86
2219,364,2,469.93,939.86
2220,201,3,258.09,774.27
2221,9,3,331.01,993.03
2221,402,3,336.6,1009.8000000000001
2221,498,2,48.54,97.08
2221,251,3,208.81,626.4300000000001
2222,22,2,491.32,982.64
2222,385,2,177.56,355.12
2223,235,3,384.75,1154.25
2223,474,2,239.02,478.04
2223,87,1,367.59,367.59
2223,239,3,254.23,762.6899999999999
2223,2,1,139.66,139.66
2224,40,3,290.43,871.29
2224,336,2,41.55,83.1
2224,463,1,76.72,76.72
2224,147,3,404.23,1212.69
2224,497,3,343.43,1030.29
2225,15,3,190.65,571.95
2225,28,1,72.62,72.62
2226,412,1,343.82,343.82
2226,151,2,369.64,739.28
2226,123,3,187.5,562.5
2226,309,1,484.02,484.02
2226,236,2,495.48,990.96
2227,424,3,41.06,123.18
2227,399,1,62.97,62.97
2227,357,2,213.41,426.82
2227,201,2,258.09,516.18
2228,171,1,35.49,35.49
2228,488,1,243.3,243.3
2228,161,3,281.23,843.69
2229,72,3,455.9,1367.6999999999998
2229,70,1,420.8,420.8
2229,366,2,409.85,819.7
2229,380,3,378.14,1134.42
2230,317,2,75.98,151.96
2230,296,1,348.54,348.54
2230,176,3,66.77,200.31
2231,310,3,78.93,236.79000000000002
2232,117,3,16.06,48.17999999999999
2232,222,3,310.77,932.31
2232,459,2,220.51,441.02
2232,113,2,180.72,361.44
2233,400,3,297.67,893.01
2233,86,3,409.34,1228.02
2234,98,2,375.73,751.46
2234,305,3,80.66,241.98
2234,88,2,361.93,723.86
2234,484,2,304.06,608.12
2235,113,1,180.72,180.72
2236,429,3,257.85,773.5500000000001
2236,206,2,353.54,707.08
2236,216,1,256.85,256.85
2237,151,2,369.64,739.28
2237,60,3,407.73,1223.19
2237,294,1,159.06,159.06
2237,204,3,396.2,1188.6
2237,17,1,430.34,430.34
2238,68,2,5.86,11.72
2238,151,1,369.64,369.64
2238,323,2,5.34,10.68
2239,249,3,143.22,429.65999999999997
2239,244,2,286.63,573.26
2239,298,2,310.25,620.5
2240,4,2,15.4,30.8
2240,184,3,119.59,358.77
2240,253,3,399.66,1198.98
2240,16,1,191.38,191.38
2240,412,1,343.82,343.82
2241,424,3,41.06,123.18
2241,212,3,381.28,1143.84
2241,422,1,275.45,275.45
2241,128,2,19.74,39.48
2242,476,1,121.13,121.13
2242,304,1,282.76,282.76
2242,329,3,361.76,1085.28
2242,113,2,180.72,361.44
2243,302,2,343.67,687.34
2243,183,2,206.12,412.24
2244,79,1,102.92,102.92
2244,84,2,239.85,479.7
2245,320,3,142.18,426.54
2246,469,3,351.84,1055.52
2246,19,1,343.63,343.63
2246,212,1,381.28,381.28
2246,398,1,182.45,182.45
2246,256,2,344.07,688.14
2247,316,2,68.22,136.44
2247,390,1,49.86,49.86
2247,220,3,58.27,174.81
2247,126,2,320.91,641.82
2247,200,2,134.77,269.54
2248,377,2,139.69,279.38
2248,103,2,363.27,726.54
2248,344,3,138.55,415.65000000000003
2248,268,3,430.32,1290.96
2248,31,2,384.06,768.12
2249,247,3,228.88,686.64
2249,210,3,366.8,1100.4
2250,383,2,114.97,229.94
2250,46,3,51.28,153.84
2250,470,1,67.19,67.19
2250,499,3,139.95,419.84999999999997
2251,409,2,98.63,197.26
2251,100,2,175.13,350.26
2251,379,2,222.7,445.4
2252,132,2,409.11,818.22
2253,364,1,469.93,469.93
2253,424,1,41.06,41.06
2254,118,1,355.19,355.19
2254,24,3,497.43,1492.29
2254,240,3,98.4,295.20000000000005
2254,83,2,243.84,487.68
2255,335,2,255.49,510.98
2255,466,1,465.33,465.33
2255,20,2,446.93,893.86
2255,122,2,65.23,130.46
2256,261,1,235.72,235.72
2256,376,2,120.28,240.56
2257,52,1,207.19,207.19
2257,434,1,379.85,379.85
2258,429,3,257.85,773.5500000000001
2258,363,1,479.64,479.64
2258,52,2,207.19,414.38
2258,380,1,378.14,378.14
2259,78,2,164.41,328.82
2259,32,3,284.06,852.1800000000001
2259,480,3,209.16,627.48
2259,12,1,291.6,291.6
2259,211,1,470.02,470.02
2260,155,3,77.89,233.67000000000002
2261,456,2,242.56,485.12
2261,182,3,491.56,1474.68
2261,296,3,348.54,1045.6200000000001
2261,343,1,220.03,220.03
2262,269,1,183.25,183.25
2262,435,2,219.72,439.44
2262,151,3,369.64,1108.92
2262,375,2,259.59,519.18
2262,235,1,384.75,384.75
2263,37,3,183.06,549.1800000000001
2263,412,2,343.82,687.64
2264,351,3,385.67,1157.01
2264,267,2,347.18,694.36
2265,463,3,76.72,230.16
2265,82,2,479.76,959.52
2265,271,3,188.99,566.97
2266,121,1,143.28,143.28
2266,220,2,58.27,116.54
2266,34,2,150.14,300.28
2266,215,3,313.01,939.03
2267,212,1,381.28,381.28
2267,11,1,415.63,415.63
2267,302,1,343.67,343.67
2268,493,1,435.98,435.98
2268,41,2,314.77,629.54
2268,28,2,72.62,145.24
2269,380,1,378.14,378.14
2269,492,1,28.24,28.24
2269,97,1,91.52,91.52
2269,437,3,150.85,452.54999999999995
2269,141,2,257.07,514.14
2270,69,3,494.8,1484.4
2271,130,3,201.64,604.92
2271,448,1,119.74,119.74
2271,216,3,256.85,770.5500000000001
2272,277,3,74.18,222.54000000000002
2272,32,2,284.06,568.12
2272,16,3,191.38,574.14
2272,62,3,403.84,1211.52
2273,197,3,66.56,199.68
2274,487,3,396.73,1190.19
2274,36,1,325.79,325.79
2274,66,2,113.14,226.28
2274,460,3,382.54,1147.6200000000001
2275,382,3,65.87,197.61
2275,401,3,99.91,299.73
2275,421,3,450.64,1351.92
2275,199,2,355.65,711.3
2276,203,1,490.13,490.13
2277,279,3,273.72,821.1600000000001
2277,236,2,495.48,990.96
2277,154,1,371.7,371.7
2277,131,1,286.17,286.17
2277,434,1,379.85,379.85
2278,42,2,38.5,77.0
2278,435,2,219.72,439.44
2278,314,3,78.8,236.39999999999998
2278,382,2,65.87,131.74
2278,299,3,207.73,623.1899999999999
2279,292,2,335.18,670.36
2280,14,3,127.52,382.56
2280,129,3,293.08,879.24
2280,40,1,290.43,290.43
2280,58,3,462.1,1386.3000000000002
2281,316,3,68.22,204.66
2282,150,3,216.59,649.77
2283,182,1,491.56,491.56
2283,438,2,100.54,201.08
2284,482,3,479.46,1438.3799999999999
2285,382,3,65.87,197.61
2285,24,1,497.43,497.43
2286,20,2,446.93,893.86
2286,340,2,281.13,562.26
2286,263,1,168.0,168.0
2286,200,2,134.77,269.54
2287,346,2,206.81,413.62
2287,392,2,364.88,729.76
2287,469,1,351.84,351.84
2288,130,1,201.64,201.64
2288,57,1,281.31,281.31
2288,359,3,353.69,1061.07
2288,158,2,269.42,538.84
2289,124,3,130.44,391.32
2289,491,2,130.58,261.16
2289,395,1,254.9,254.9
2289,23,1,124.25,124.25
2290,70,3,420.8,1262.4
2290,2,3,139.66,418.98
2291,364,3,469.93,1409.79
